_id,perspective_score,owner,repo,title,length,num_one_letter_word,num_non_alpha_in_middle,senti4sd_neutral_percentage,total_url,total_text,num_modal_word,total_reference,num_punct,senti4sd_negative_percentage,senti4sd_positive_percentage,num_capital,num_QEMark,toxicity
BAR/aowen87/244,0.09138277,aowen87,BAR,GUI Buttons remain 'active' too long (QT 5),575,2,6,1,0,"With QT-5 enabled trunk, If I click on 'Operators' or 'Add', then click anywhere else in the gui, those buttons maintain an 'active' or 'pressed' look. If I mouse-over the buttons, they go back to normal appearance.  This is with the default appearance settings on linux. -----------------------REDMINE MIGRATION----------------------- This ticket was migrated from Redmine. The following information could not be accurately captured in the new ticket Original author Kathleen Biagas Original creation 01/06/2016 0649 pm Original update 03/01/2016 0523 pm Ticket number 2497 ",1,0,68,0,0,35,0,n
BitFunnel/BitFunnel/115,0.08706538,BitFunnel,BitFunnel,Memory leak in Shard document allocation?,1281,0,39,1,0," ==22978== 103,464 (312 direct, 103,152 indirect) bytes in 3 blocks are definitely lost in loss record 22 of 22 ==22978==    at 0x4C2E0EF operator new(unsigned long) (in /usr/lib/valgrind/vgpreload_memcheck-amd64-linux.so) ==22978==    by 0x4F9A38 BitFunnelShardCreateNewActiveSlice() (Shard.cpp111) ==22978==    by 0x4F994A BitFunnelShardAllocateDocument() (Shard.cpp94) ==22978==    by 0x4DB7B0 BitFunnelShardTestShard_Basic_TestTestBody() (ShardTest.cpp105) ==22978==    by 0x53BE40 void testinginternalHandleExceptionsInMethodIfSupported&lt;testingTest, void&gt;(testingTest*, void (testingTest*)(), char const*) (gtest.cc2458) ==22978==    by 0x5202AA testingTestRun() (gtest.cc2474) ==22978==    by 0x521210 testingTestInfoRun() (gtest.cc2656) ==22978==    by 0x5219F6 testingTestCaseRun() (gtest.cc2774) ==22978==    by 0x529C63 testinginternalUnitTestImplRunAllTests() (gtest.cc4649) ==22978==    by 0x53E365 bool testinginternalHandleExceptionsInMethodIfSupported&lt;testinginternalUnitTestImpl, bool&gt;(testinginternalUnitTestImpl*, bool (testinginternalUnitT$ stImpl*)(), char const*) (gtest.cc2458) ==22978==    by 0x529912 testingUnitTestRun() (gtest.cc4257) ==22978==    by 0x559820 RUN_ALL_TESTS() (in /home/leah/dev/BitFunnel/build-make/src/Index/test/IndexTest)  ",0,0,166,0,0,100,0,n
BotTest/samtstern/39,0.05887114,samtstern,BotTest,New auth issue,832,4,3,0.6190476190476191,0,"[READ] Step 1 Are you in the right place?  For issues or feature requests related to the code in this repository file a Github issue. If this is a feature request make sure the issue title starts with ""FR"".   For general technical questions, post a question on StackOverflow with the firebase tag. For general Firebase discussion, use the firebase-talk google group. For help troubleshooting your application that does not fall under one of the above categories, reach out to the personalized Firebase support channel.  [REQUIRED] Step 2 Describe your environment  Operating System version _ Firebase SDK version _ Library version _ Firebase Product auth  [REQUIRED] Step 3 Describe the problem Steps to reproduce What happened? How can we make the problem occur? This could be a description, log/console output, etc. Relevant Code ",2,0,27,0.09523809523809523,0.2857142857142857,53,3,n
Clementine/clementine-player/5606,0.022579795,clementine-player,Clementine,file clementine.ico is not needed in Windows installer,206,0,6,0.75,0,clementine.ico is used to 1)generate icon for clementine.exe (after this clementine.ico is not required anymore) 2)generate icon for Clementine installer (after this clementine.ico is not required anymore) ,0,0,10,0.25,0,1,0,n
CoCEd/tmedwards/18,0.05335374,tmedwards,CoCEd,Crash when opening saves in CoC Revamp Mod,1202,3,42,0.5,0,"Error as follows- [CoCEd 1.3.1.28497, CoC Data 1.0.2_v+_03] System.NullReferenceException Object reference not set to an instance of an object.    at CoCEd.ViewModel.ItemSlotVM.get_Type() in C\Users\tmedwards\Documents\Visual Studio 2015\Projects\CoCEd\CoCEd\ViewModel\ItemVM.csline 109    at CoCEd.ViewModel.GameVM..ctor(AmfFile file, GameVM previousVM, Boolean isRevampMod) in C\Users\tmedwards\Documents\Visual Studio 2015\Projects\CoCEd\CoCEd\ViewModel\GameVM.csline 166    at CoCEd.ViewModel.VM.Load(String path, SerializationFormat expectedFormat, Boolean createBackup) in C\Users\tmedwards\Documents\Visual Studio 2015\Projects\CoCEd\CoCEd\ViewModel\VM.csline 127    at System.Windows.EventRoute.InvokeHandlersImpl(Object source, RoutedEventArgs args, Boolean reRaised)    at System.Windows.UIElement.RaiseEventImpl(DependencyObject sender, RoutedEventArgs args)    at System.Windows.Controls.MenuItem.InvokeClickAfterRender(Object arg)    at System.Windows.Threading.ExceptionWrapper.InternalRealCall(Delegate callback, Object args, Int32 numArgs)    at MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(Object source, Delegate method, Object args, Int32 numArgs, Delegate catchHandler) ",0,0,75,0,0,169,0,n
Contentify/Contentify/398,0.06537893,Contentify,Contentify,[Bug] Errors everywhere. Nothing works at all.,4863,47,12,0.5714285714285714,0,"So I installed this for a friend, and already at the installation I noticed that much stuff doesn't work. The current release version has errors with the apache_get_modules function, which is disabled due to security reasons, the script wants access to the php main directory, which a php script NEVER should have access to. And after I gave him all this, I just get that  What the hell.  Ok I found the mistake. Ever heard of case sensitive? Apperently not  Hello Contentify is an open source software without any funding or commercial background (currently at least). Creating and maintaining an entire CMS usually keeps whole companies busy over years, costing up to millions of dollars / euros. Lacking these means you have to try to find smart cutoffs. This is why Contentify has zero tests (automatic tests via PHPUnit etc.) and this is why there is no huge testing phase before a new version of Contentify is released. Sometimes this causes error. You faced one of these, because Contentify is developed on Windows, not on Linux. Windows is case insensitive regarding file names.  Closing this one. Please stick to constructional criticism if you want to get help.  The fact that you say ""Developt on Windows"" shows me that you have no idea. Case Sensivity is something that everyone should follow, and I am sorry that you don't see that. Here your critic First apache_get_modules is a security issue and by default on most webservers disabled Second Your installer ignores the entry at the MySQL data and tries as root anyways, you have to reload the page and try again for it to work, I would guess thats because you first try to connect before reading and saving the mysql data. Third Case sensivity is something that exists since years, and it became a standard under developers to always keep case sensivity in mind. and last but not least If it was developt on windows and does not work on Linux by nature, you should write that in the requirements.  And also thank you for being in the EU and not following the laws. Read it up kiddo DSGVO  Oh also btw WoltLab and WordPress are also Open Source and they have way more features.  Another afront, and again you do not care about the reasons. Ofcourse every developer who creates software that typically runs on a Linux OS has to know about the important differences between the target OS and the development OS. Thus however does not guarantee no typos etc are made. Take a look at your own quote, you quoted me wrong (""Developt""). Nothing else happened @ Contentify. A stupid mistake, yes. But if you do not take the circumstances into account you should be very careful with attacking others. And again, you blame others for not creating a perfect software for free.  No I blame you that since more then 24 hours I have nothing but problems with this. And that just because you didn't wrote a capital C , but instead a lowercase one  But whatever, I will fork it, exchange it and do a pull request. Is that enough Constructive critic for you?  Good. Whetever. I don't care. I am not a user of this, a friend asked me to setup it for him and I said yes and since 24 hours I just have problems. I fixed it now, you know about the Case Sensivity error, I don't care about anything else.  Thank you, for reporting the issues and giving explanations why they are issues. Believe it or not, I understand why you are upset. I work as a professional software developer and I’d be very upset if a software that I have bought does not work. But that is the point, this is not the case here. The only “payment” is... if some say “thank you”, I guess. Getting negative feedback is okay but it is frustrating as well if it feels like an attack against the persons that spend their free time on creating something without making any money with it.  Sorry for being a bit harsh. It was just that the tone of your second and third post was quite unfriendly. Honestly, Contentify cannot reach the same high quality level as for example WordPress. WP has a huge community and lots of contributors plus a strong commercial background. None of these is true for Contentify. Therefore, it has no ads ad all, nowhere at all (except of some recommendations which do not generate any money). It does not spy on you or restrict you. DSVGO / GDPR...  If this really is something that interests you, let me ensure you, the only thing you have to worry about is the use of Google Analytics on the contentify.org website. That's the only ""evil"" third party software that is in use. And on our side, we do collect very (extremely?) few client data and we do very (rarely / almost none) analysis of the collected data. And ofcourse we do not sell / share any user data (not including Google Analytics).  @friend Do not listen to him this CMS is great and thanks for creating!  Update Contentify.org is officially GDPR compliant. ",7,2,135,0.21428571428571427,0.14285714285714285,159,4,y
Corrupted/GameThemedGroup/5,0.111979011,GameThemedGroup,Corrupted,Css498 lei,332,0,2,1,0,"void    clear() Deletes all GridElements and reset the counter void    clear(boolean clearGrid, boolean clearCounter, boolean clearLaser) flexible clear method void    clearGrid() Deletes all GridElements  The clear(boolean, boolean, boolean) method does not seem to clear the counter properly. will try to fix this in main branch. ",1,0,14,0,0,11,0,n
DSharpPlus/DSharpPlus/282,0.503613565,DSharpPlus,DSharpPlus,Do not defame me please.,313,3,0,1,0,"You guys harassed me over PascalCase with ""someone"" being verbally abusive and saying I needed to get help because I showed him my programming trophy. Being rude is one things, being delusional is worse. I get it. You guys got intimidated by me but stop making up shit.  Getting defensive? You know what you did. ",0,0,9,0,0,10,1,y
Doomsday-Trail/AnthonyMarc23/1,0.07908532,AnthonyMarc23,Doomsday-Trail,worked on css and mobile responsiveness,21,0,1,1,0,@friend check it out ,0,0,1,0,0,0,0,n
FastAdapter/mikepenz/695,0.232097445,mikepenz,FastAdapter,Realtime FastAdapter sort feature,3104,27,8,0.8,7,"Hello, i have read this   , truly understand Sort() of arrays, but in some cases the fast adapter should not be clear() , and add new sorted array of items to it, i just wonder if something can be make to support this feature in realtime when we add an item, when delete or when move ... Thanks  Hi, you can provide your own item list implementation to any model adapter.  @friend , any documentation for that or how to use in more detail ? Thank you For example we have a AbstractItem with three data  Title, Signal, Capacity ect .... Just need when make changes to adapter to have the ability to automatic sort by  signal for example or anything else. How can we do that ?  Its basically the interface for the implementation that is managing the items list. You could for example add an own add implementation and call own calculated adapter callbacks. There is currently no documentation for it, thats true. Your implementation would look similar to the default one but without the default behavior you don't want to have.  I understand that and really thanks for your explanation. Can you help a little to understand it better if you can... So i have implemented   1)  2) in the SampleItem class there are some variables like   Name, Signal, Width , etc.... How to make some modification to this to be able to make the adapter to sort the items inside it by Signal e.x ? So when new items added, deleted or moved, the adapter to be able to resort they ? It would be really great help if someone provide help for this, because i have writed my self hundred of lines to manually make this but sometime it not working or produce bugs like   There is already an implementation that is sorting the items after adding, moving ect.  And you won't be able to use FastItemAdapter for that, better use the FastAdapter and add the model adapters to it.  I see, so this is how i use it  This is the item class  FastAdapter   fastadapter.add(new SampleItem(""TKIP"",""-45"",""WPA"");` can you help how to modify the class to automatic sort by signal please, sorry my low English, Best regards.  `´  @friend , Without making any modification in the SampleItem class ? Just to call this method ? And how we build  or  because no documentation for that i'm sorry ...  you have to store the reference of the ModelAdapter somewhere ofc to add item to it. No modification of the items is required for that.  An sample for the interceptor is  for example, but in your case the interceptor will return the value without nay changes. The item list impl is the class i posted before  @friend , hahaha i have 3 days working for that and my head now is totally stucked D D , please if you can rewrite my implementation in the comment above that i have writted my class and implementation how i add or delete items D D D , you don't have other choice hahahaha, thanks  This isn't stackoverflow.  @friend , I just make a joke, i know that no need for clarification, i just need when add item, delete or move in real time (not added to array first) to make the adapter automatically sort those damn items , i am really sad with that. ",13,0,105,0,0,68,6,y
FastHub/k0shk0sh/2181,0.028964454,k0shk0sh,FastHub,Strings: Improve Wording & Grammar,357,1,1,0.4,0,"Proposes several changes to increase ease of reading strings. The general message conveyed has not been changed, but there have been some adjustments  Typos fixed Punctuation added where currently missing Consistency in terms of American/British language (specifically the word ""organizations"") A couple of changes to words which sound better  (cc @friend) ",0,0,10,0.2,0.2,8,0,n
